File Path: C:\Users\apk5101\Desktop\Sandra\23-10-13\Oven_1 10-13-23 10 51 51 AM\DAQ- Crosshead, … - (Timed).txt   
Test: MTS EM Tension (Simplified) with Video Extensometer apk5101 21
Test Run: Oven_1
Date: 10/13/2023 10:45:35 AM


Crosshead 	Load 	Time 	Strain 1 	Video Time 
mm	N	sec	mm/mm	sec
1.13602075725794	220	6.81599998474121	0	2.50009989738464
1.13602075725794	248.419708251953	6.81599998474121	0.00116135005373508	2.50009989738464
1.15263764746487	250.933013916016	6.91599988937378	0.00116135005373508	2.60010004043579
1.16925442125648	253.535003662109	7.01599979400635	0.00126792001537979	2.70000004768372
1.18610949721187	256.142578125	7.11600017547607	0.00126792001537979	2.79999995231628
1.20242859702557	258.539428710938	7.21600008010864	0.00156362995039672	3
1.21880718506873	260.854797363281	7.31599998474121	0.00161074998322874	3
1.23566226102412	263.358276367188	7.41599988937378	0.00171334994956851	3.09999990463257
1.25233875587583	265.776641845703	7.51599979400635	0.00190658995416015	3.20000004768372
1.26919383183122	268.189727783203	7.61600017547607	0.00190658995416015	3.29999995231628
1.28598930314183	270.5478515625	7.71600008010864	0.00213236990384758	3.5
1.30254658870399	272.771057128906	7.81599998474121	0.00224914005957544	3.5
1.31946126930416	275.121032714844	7.91599988937378	0.00237829005345702	3.70000004768372
1.33542297407985	277.033355712891	8.01599979400635	0.0025571899022907	3.70000004768372
1.3525162357837	279.350830078125	8.11600017547607	0.00257311994209886	3.79990005493164
1.36937131173909	281.605865478516	8.21599960327148	0.00268686003983021	3.99990010261536
1.38533301651478	283.445526123047	8.31599998474121	0.00287108006887138	3.99990010261536
1.40236678998917	285.693054199219	8.41600036621094	0.00303028989583254	4.10050010681152
1.41910277307034	287.719085693359	8.51599979400635	0.00303028989583254	4.20009994506836
1.43655342981219	290.039703369141	8.61600017547607	0.00322564993984997	4.29990005493164
1.45233643706888	291.653045654297	8.71599960327148	0.0033300300128758	4.39989995956421
1.46907242015004	293.665100097656	8.81599998474121	0.0033300300128758	4.5
1.48557021748275	295.531982421875	8.91600036621094	0.00355472997762263	4.59989976882935
1.50260399095714	297.655731201172	9.01599979400635	0.00355472997762263	4.69999980926514
1.51856569573283	299.283081054688	9.11600017547607	0.00384852988645434	4.90000009536743
1.53619504999369	301.5615234375	9.21599960327148	0.00388087006285787	4.90000009536743
1.55275233555585	303.338470458984	9.31599998474121	0.00398697983473539	5
1.56930962111801	305.0849609375	9.41600036621094	0.00419535022228956	5.19990015029907
1.58580730203539	306.8857421875	9.51599979400635	0.00430781021714211	5.19990015029907
1.60242419224232	308.660095214844	9.61600017547607	0.00434899982064962	5.39989995956421
1.61910057067871	310.377319335938	9.71599960327148	0.00450346013531089	5.39989995956421
1.6357769491151	312.118255615234	9.81599998474121	0.00465566990897059	5.59999990463257
1.65251293219626	313.930786132813	9.91600036621094	0.00475300988182425	5.59999990463257
1.66918931063265	315.674194335938	10.0159997940063	0.00475300988182425	5.69999980926514
1.68610399123281	317.489898681641	10.1160001754761	0.00497878016903996	5.79990005493164
1.70194660313427	318.826843261719	10.2159996032715	0.00497878016903996	5.89989995956421
1.71921856235713	320.794067382813	10.3159999847412	0.00520646013319492	6.09989976882935
1.73601415008307	322.479309082031	10.4160003662109	0.00532726990059018	6.09989976882935
1.75233313348144	323.938323974609	10.5159997940063	0.00543924001976848	6.19999980926514
1.76912872120738	325.611236572266	10.6160001754761	0.00563132995739579	6.29990005493164
1.78586470428854	327.265716552734	10.7159996032715	0.00563132995739579	6.40010023117065
1.80271978024393	328.951782226563	10.8159999847412	0.00585374003276229	6.59989976882935
1.81891967076808	330.259704589844	10.9160003662109	0.00597668997943401	6.59989976882935
1.8357151420787	331.892517089844	11.0159997940063	0.0061043999157846	6.79990005493164
1.85274891555309	333.670776367188	11.1160001754761	0.00621837005019188	6.79990005493164
1.86882982961833	334.937530517578	11.2159996032715	0.00632470985874534	6.89989995956421
1.88592309132218	336.5732421875	11.3159999847412	0.00641921022906899	7.00260019302368
1.90271867904812	338.175567626953	11.4160003662109	0.00641921022906899	7.10050010681152
1.91915675532073	339.545166015625	11.5159997940063	0.00663580978289247	7.29990005493164
1.93589273840189	341.051971435547	11.6160001754761	0.00672892015427351	7.29990005493164
1.95280741900206	342.632080078125	11.7159996032715	0.00690444000065327	7.39989995956421
1.96900730952621	343.865936279297	11.8159999847412	0.00695906020700932	7.49989986419678
1.98562419973314	345.340698242188	11.9160003662109	0.00695906020700932	7.60720014572144
2.00236006639898	346.731475830078	12.0159997940063	0.00726311001926661	7.79990005493164
2.01891735196114	348.048980712891	12.1160001754761	0.00733694015070796	7.79990005493164
2.03618942759931	349.731353759766	12.2159996032715	0.00751782022416592	8
2.05197255127132	350.730499267578	12.3159999847412	0.00766739994287491	8
2.06900620833039	352.219299316406	12.4160003662109	0.00775475986301899	8.09980010986328
2.08580167964101	353.290466308594	12.5159997940063	0.00787363015115261	8.19989967346191
2.09455681033432	-7.98444223403931	12.5670003890991	0.00787363015115261	8.30140018463135
