Filename,MLCS 8485 laser coated
Instrument name,SDT 1 LEFT (192.168.0.183)
Operator,dAA
rundate,10/24/2023
Sample name,MLCS 8485 laser coated
proceduresegments,Data Off ; Select Gas: Gas 2 ; Balance Flow 100 mL/min; Mass Flow  100.00 mL/min; Isothermal 10.0 min; Data On ; Ramp 10.00 °C/min to 500.00 °C; Data Off 
[step]
Ramp 10.00 °C/min to 500.00 °C
Time,Temperature,Heat Flow (Normalized),Weight
min,°C,W/g,%
0.99,30.80,-0.034,99.630
1.00,30.80,-0.034,99.630
1.00,30.81,-0.034,99.630
1.00,30.81,-0.035,99.629
1.00,30.82,-0.035,99.629
1.00,30.83,-0.035,99.629
1.00,30.83,-0.035,99.629
1.00,30.84,-0.036,99.629
1.01,30.84,-0.036,99.629
1.01,30.85,-0.036,99.629
1.01,30.86,-0.036,99.629
1.01,30.86,-0.037,99.629
1.01,30.87,-0.037,99.629
1.02,30.88,-0.037,99.629
1.02,30.88,-0.037,99.628
1.02,30.89,-0.038,99.628
1.02,30.89,-0.038,99.628
1.02,30.90,-0.038,99.628
1.02,30.91,-0.038,99.628
1.03,30.91,-0.039,99.628
1.03,30.92,-0.039,99.628
1.03,30.93,-0.039,99.628
1.03,30.93,-0.040,99.628
1.03,30.94,-0.040,99.628
1.03,30.95,-0.040,99.627
1.03,30.95,-0.040,99.627
1.04,30.96,-0.041,99.627
1.04,30.97,-0.041,99.627
1.04,30.97,-0.041,99.627
1.04,30.98,-0.041,99.627
1.04,30.99,-0.042,99.627
1.05,30.99,-0.042,99.627
1.05,31.00,-0.042,99.626
1.05,31.01,-0.043,99.626
1.05,31.01,-0.043,99.626
1.05,31.02,-0.043,99.626
1.05,31.03,-0.043,99.626
1.05,31.03,-0.044,99.626
1.06,31.04,-0.044,99.626
1.06,31.05,-0.044,99.625
1.06,31.06,-0.045,99.625
1.06,31.06,-0.045,99.625
1.06,31.07,-0.045,99.625
1.07,31.08,-0.045,99.625
1.07,31.08,-0.046,99.625
1.07,31.09,-0.046,99.625
1.07,31.10,-0.046,99.624
1.07,31.11,-0.047,99.624
1.07,31.11,-0.047,99.624
1.08,31.12,-0.047,99.624
1.08,31.13,-0.047,99.624
1.08,31.14,-0.048,99.624
1.08,31.14,-0.048,99.623
1.08,31.15,-0.048,99.623
1.08,31.16,-0.049,99.623
1.08,31.17,-0.049,99.623
1.09,31.17,-0.049,99.623
1.09,31.18,-0.050,99.623
1.09,31.19,-0.050,99.622
1.09,31.20,-0.050,99.622
1.09,31.20,-0.050,99.622
1.09,31.21,-0.051,99.622
1.10,31.22,-0.051,99.622
1.10,31.23,-0.051,99.622
1.10,31.24,-0.052,99.621
1.10,31.24,-0.052,99.621
1.10,31.25,-0.052,99.621
1.11,31.26,-0.052,99.621
1.11,31.27,-0.053,99.621
1.11,31.28,-0.053,99.621
1.11,31.28,-0.053,99.620
1.11,31.29,-0.054,99.620
1.11,31.30,-0.054,99.620
1.12,31.31,-0.054,99.620
1.12,31.32,-0.055,99.620
1.12,31.32,-0.055,99.619
1.12,31.33,-0.055,99.619
1.12,31.34,-0.055,99.619
1.12,31.35,-0.056,99.619
1.13,31.36,-0.056,99.619
1.13,31.37,-0.056,99.619
1.13,31.37,-0.057,99.618
1.13,31.38,-0.057,99.618
1.13,31.39,-0.057,99.618
1.13,31.40,-0.058,99.618
1.13,31.41,-0.058,99.618
1.14,31.42,-0.058,99.617
1.14,31.42,-0.059,99.617
1.14,31.43,-0.059,99.617
1.14,31.44,-0.059,99.617
1.14,31.45,-0.059,99.617
1.14,31.46,-0.060,99.617
1.15,31.47,-0.060,99.616
1.15,31.48,-0.060,99.616
1.15,31.48,-0.061,99.616
1.15,31.49,-0.061,99.616
1.15,31.50,-0.061,99.616
1.16,31.51,-0.062,99.615
1.16,31.52,-0.062,99.615
1.16,31.53,-0.062,99.615
1.16,31.54,-0.063,99.615
1.16,31.55,-0.063,99.615
1.16,31.55,-0.063,99.614
1.17,31.56,-0.063,99.614
1.17,31.57,-0.064,99.614
1.17,31.58,-0.064,99.614
1.17,31.59,-0.064,99.614
1.17,31.60,-0.065,99.613
1.17,31.61,-0.065,99.613
1.18,31.62,-0.065,99.613
1.18,31.63,-0.066,99.613
1.18,31.64,-0.066,99.613
1.18,31.64,-0.066,99.613
1.18,31.65,-0.067,99.612
1.18,31.66,-0.067,99.612
1.18,31.67,-0.067,99.612
1.19,31.68,-0.068,99.612
1.19,31.69,-0.068,99.612
1.19,31.70,-0.068,99.611
1.19,31.71,-0.068,99.611
1.19,31.72,-0.069,99.611
1.19,31.73,-0.069,99.611
1.20,31.74,-0.069,99.611
1.20,31.75,-0.070,99.610
1.20,31.76,-0.070,99.610
1.20,31.77,-0.070,99.610
1.20,31.78,-0.071,99.610
1.21,31.79,-0.071,99.610
1.21,31.80,-0.071,99.609
1.21,31.81,-0.072,99.609
1.21,31.82,-0.072,99.609
1.21,31.83,-0.072,99.609
1.21,31.84,-0.073,99.609
1.22,31.85,-0.073,99.608
1.22,31.86,-0.073,99.608
1.22,31.87,-0.074,99.608
1.22,31.88,-0.074,99.608
1.22,31.89,-0.074,99.608
1.22,31.90,-0.074,99.607
1.23,31.91,-0.075,99.607
1.23,31.92,-0.075,99.607
